,dt,assetclass,c1,c2,trade_id,notional_currency_1
147,2018-08-13 13:34:14.730845,IR,Elizabeth Shepard,Jordan Brown,dd28f3c1-16a0-4b49-b762-6059b31b9fae,EUR
148,2018-08-13 13:34:14.730845,EQ,Bryan Bryant,Kimberly Hall,efae55e9-b380-4483-a341-b08521ffbfae,USD
149,2018-08-13 13:34:14.730845,FX,Jessica Waller,Michael Peterson,614c019b-5212-415d-ae7d-e5a7223f22eb,USD
150,2018-08-13 13:34:14.730845,IR,Todd Lee,Daniel Leonard,006c5d46-935b-44c7-8d3b-89f65c95dc67,USD
151,2018-08-13 13:34:14.730845,FX,Thomas Martinez,Brendan Smith,6dd3b279-ebf4-48dd-ad35-cd97806fe6a2,USD
152,2018-08-13 13:34:14.730845,IR,Teresa Smith,Victor Green,6be9696d-8120-4c24-bffb-d512359234b9,USD
153,2018-08-13 13:34:14.730845,IR,Brandy Adams,David Black,08dc4aae-5e2a-4b62-9444-f12f5a4f5bc4,EUR
154,2018-08-13 13:34:14.730845,EQ,Vincent Lopez,Michael Valentine,7d7cdb0e-7526-4071-a4da-5e8fc430d439,EUR
155,2018-08-13 13:34:14.730845,EQ,Taylor Hernandez,Bryan Smith,cf603847-cdf2-405f-a24c-7a110f2d0406,GBP
156,2018-08-13 13:34:14.730845,EQ,Erica Olson,John Peters,b58a835e-fae1-45aa-bf34-ee034e64a09c,GBP
157,2018-08-13 13:34:14.730845,IR,Mr. Cristian Jenkins DDS,Carlos Cole,8b0d519e-c214-4178-b8e2-66689cbda656,USD
158,2018-08-13 13:34:14.730845,CM,Scott Krause,Matthew Garcia,7f73fc7a-8227-4f52-a327-25871d4a019d,GBP
159,2018-08-13 13:34:14.730845,FX,Jeffrey Gibson,Tammy Smith,2dced899-0585-494e-93a9-c6c42f6739bf,USD
160,2018-08-13 13:34:14.730845,EQ,Deborah Walker,Karen Alvarez,bf48d3ec-21c5-4191-89ca-6c3eaeaa419d,EUR
161,2018-08-13 13:34:14.730845,IR,James Armstrong,Misty Bowers,b64d6f4a-d695-4458-900b-dbdf0a0f8fa5,EUR
162,2018-08-13 13:34:14.730845,EQ,Mary Hill,Ashley Houston,465959ab-5efe-4cbf-8864-63420d9069c5,USD
163,2018-08-13 13:34:14.730845,EQ,Erica Jones DDS,Virginia Williams,3f7eb8bc-25e1-49af-bd82-568ac0b24fce,USD
164,2018-08-13 13:34:14.730845,EQ,Frank Williams,Jill Rogers,d9fd4b9a-ef6f-423d-8dbb-f15a71432b1c,USD
165,2018-08-13 13:34:14.730845,EQ,Edwin King,Michael Ferrell,c8ea931a-9468-429d-90bb-70e076db28f8,EUR
166,2018-08-13 13:34:14.730845,FX,Christine English,Andrea Barron,27f0bf0a-dee8-4dbb-a38c-aaa5eebff3c9,EUR
167,2018-08-13 13:34:14.730845,FX,Andrea Wright,Alexander Maxwell DVM,fb1580be-700a-4223-838f-b3d1cfb47ddf,USD
168,2018-08-13 13:34:14.730845,IR,Michael Johnson II,Randall Jones Jr.,8e7b655c-7b7e-47d1-91d3-fb37c5988244,USD
169,2018-08-13 13:34:14.730845,EQ,Nancy Lamb,Carol Gonzalez,a8ca6a93-16cf-43f0-9df6-3d9fc362952f,EUR
170,2018-08-13 13:34:14.730845,CM,Lori Huerta,James Rios,90483d32-17bb-470e-9180-8fd538f988bf,GBP
171,2018-08-13 13:34:14.730845,IR,Daisy Hernandez,Angela Miller,9dad44f4-0f2e-4a3a-a1bd-d5f2dea635f1,EUR
172,2018-08-13 13:34:14.730845,CM,Misty Bowers,Brian Smith,2dbc8032-b143-4941-a362-41dac6fa6a1e,USD
173,2018-08-13 13:34:14.730845,EQ,Taylor Hernandez,William Reynolds,4930afec-2398-491e-8d9f-d5be76361f27,GBP
174,2018-08-13 13:34:14.730845,EQ,Alexander Maxwell DVM,Tammy Reilly,b54be80c-b012-45f7-b971-573c627c6f24,EUR
175,2018-08-13 13:34:14.730845,EQ,Karen Moore,Deborah Walker,d1b80b68-db96-4f67-b636-6ca27496e46d,USD
176,2018-08-13 13:34:14.730845,IR,Michelle Berry,James Mcdaniel,41b3f267-691c-401f-8736-23813ad7a5fe,EUR
177,2018-08-13 13:34:14.730845,FX,Brian Thompson,Kathryn Allison,26e4bf23-b704-49ef-961e-0d4c9ccc1c0d,EUR
178,2018-08-13 13:34:14.730845,EQ,James Farrell,Sarah Moss,e5c1024f-ef5b-494e-88ef-09d53f1a3f98,EUR
179,2018-08-13 13:34:14.730845,IR,Mark Cook,Alexandria Harrison,c604d576-e4ca-40ab-9c33-9d60b9e1c20f,GBP
180,2018-08-13 13:34:14.730845,EQ,Megan Church,Sara David,cb76c41a-ce36-48db-a389-2ad9ffec2111,USD
181,2018-08-13 13:34:14.730845,EQ,Cheryl Price,Annette Price,6100670f-3516-427d-8ea3-1093f1587e7e,USD
182,2018-08-13 13:34:14.730845,EQ,Barbara Martin,Anna Carlson,06915d61-69e7-4104-bfd8-5c7e2c091353,USD
183,2018-08-13 13:34:14.730845,FX,Heather Brown,Andrew Anderson,9c06027a-1eee-4d88-9215-f97563ba1b7d,EUR
184,2018-08-13 13:34:14.730845,EQ,Nancy Thomas MD,Scott Reed,a3f136d7-bf48-4521-9c62-31c569c97d55,EUR
185,2018-08-13 13:34:14.730845,EQ,April Brooks,Breanna Martinez,b9301ba7-71e0-4d24-a945-5db366baedd5,EUR
186,2018-08-13 13:34:14.730845,EQ,Amanda Robles,Kathryn Hernandez,3fad8b39-565c-477a-a9a1-a7da3c3b800b,GBP
187,2018-08-13 13:34:14.730845,IR,Brandon Arnold,Daniel Price,82af22cf-f13c-4bc6-9553-9a1f6a97b3aa,USD
188,2018-08-13 13:34:14.730845,FX,Joshua Henderson Jr.,Gail Jones,2a2f39ec-f4a2-4663-a1dd-d9cd7d58302d,GBP
189,2018-08-13 13:34:14.730845,CM,Alexander Warner,Amber Thompson,cc0f9abd-f166-44c3-92a0-2b37f8b29264,EUR
190,2018-08-13 13:34:14.730845,EQ,Shane Jones,Karen Sweeney,28d26aeb-589a-4db9-87c9-89ec437b15e2,USD
191,2018-08-13 13:34:14.730845,EQ,Joanna Wilkins,Ronald Payne,d80512bc-29b6-4e04-9aba-6613b3b2596a,GBP
192,2018-08-13 13:34:14.730845,FX,John Cook,Evan Wilson,582835fb-3431-452d-b00d-98fc5b96df05,USD
193,2018-08-13 13:34:14.730845,CM,Brian Moore,Stephanie Thompson,5930a145-234f-49c2-9c91-7c8736fe99c9,EUR
194,2018-08-13 13:34:14.730845,CM,Brandon Blackwell,Ivan Lopez,5e9a9dfb-a505-468d-a33b-9cd95141d252,USD
195,2018-08-13 13:34:14.730845,CM,Christopher Miller,Jeremy Perez,540a902f-fd0b-4441-baae-e6a7e8ffc120,USD
196,2018-08-13 13:34:14.730845,FX,Christina Guerrero,Sherry Rogers,9bc98682-f193-46a9-ab5f-e9173734af26,EUR
197,2018-08-13 13:34:14.730845,IR,Mrs. Angelica Campos,Terry Rodriguez,3020332a-6e90-4df0-9113-036b782b03a9,GBP
198,2018-08-13 13:34:14.730845,EQ,Faith Walker,Anthony Hamilton,999f2515-413b-4081-843d-dabdf6a29583,EUR
199,2018-08-13 13:34:14.730845,CM,Kevin Simpson,Jonathan Mcintosh,846d941f-f78c-4f4e-9517-45d77ce59012,EUR
200,2018-08-13 13:34:14.730845,FX,Michele Sanchez,Patrick Chavez,a08ec4c5-7ac7-4902-8d7e-2bf9a0966592,USD
201,2018-08-13 13:34:14.730845,EQ,Lauren Mccann,John Cook,e3e9da4d-1246-44a6-b421-459577704e92,USD
